"","Year","Country Name","Indicator Name","Value","Month","Palestinians Killed","Israelis Killed","Poverty_Level","Total_Killed"
"434","2006","West Bank and Gaza","Poverty gap at $3.65 a day (2017 PPP) (%)",0.3,"JUNE",43,3,"high_poverty",46
"435","2006","West Bank and Gaza","Poverty gap at $3.65 a day (2017 PPP) (%)",0.3,"MAY",37,0,"high_poverty",37
"436","2006","West Bank and Gaza","Poverty gap at $3.65 a day (2017 PPP) (%)",0.3,"FEBRUARY",31,1,"high_poverty",32
"437","2006","West Bank and Gaza","Poverty gap at $3.65 a day (2017 PPP) (%)",0.3,"NOVEMBER",134,0,"high_poverty",134
"438","2006","West Bank and Gaza","Poverty gap at $3.65 a day (2017 PPP) (%)",0.3,"OCTOBER",61,0,"high_poverty",61
"439","2006","West Bank and Gaza","Poverty gap at $3.65 a day (2017 PPP) (%)",0.3,"SEPTEMBER",32,1,"high_poverty",33
"440","2006","West Bank and Gaza","Poverty gap at $3.65 a day (2017 PPP) (%)",0.3,"AUGUST",74,1,"high_poverty",75
"441","2006","West Bank and Gaza","Poverty gap at $3.65 a day (2017 PPP) (%)",0.3,"JULY",180,2,"high_poverty",182
"442","2006","West Bank and Gaza","Poverty gap at $3.65 a day (2017 PPP) (%)",0.3,"MARCH",15,5,"high_poverty",20
"443","2006","West Bank and Gaza","Poverty gap at $3.65 a day (2017 PPP) (%)",0.3,"DECEMBER",14,0,"high_poverty",14
"444","2006","West Bank and Gaza","Poverty gap at $3.65 a day (2017 PPP) (%)",0.3,"JANUARY",13,0,"high_poverty",13
"445","2006","West Bank and Gaza","Income share held by fourth 20%",21.8,"APRIL",31,7,"medium_poverty",38
"446","2006","West Bank and Gaza","Income share held by fourth 20%",21.8,"JUNE",43,3,"medium_poverty",46
"447","2006","West Bank and Gaza","Income share held by fourth 20%",21.8,"MAY",37,0,"medium_poverty",37
"448","2006","West Bank and Gaza","Income share held by fourth 20%",21.8,"FEBRUARY",31,1,"medium_poverty",32
"449","2006","West Bank and Gaza","Income share held by fourth 20%",21.8,"NOVEMBER",134,0,"medium_poverty",134
"450","2006","West Bank and Gaza","Income share held by fourth 20%",21.8,"OCTOBER",61,0,"medium_poverty",61
"451","2006","West Bank and Gaza","Income share held by fourth 20%",21.8,"SEPTEMBER",32,1,"medium_poverty",33
"452","2006","West Bank and Gaza","Income share held by fourth 20%",21.8,"AUGUST",74,1,"medium_poverty",75
"453","2006","West Bank and Gaza","Income share held by fourth 20%",21.8,"JULY",180,2,"medium_poverty",182
"454","2006","West Bank and Gaza","Income share held by fourth 20%",21.8,"MARCH",15,5,"medium_poverty",20
"455","2006","West Bank and Gaza","Income share held by fourth 20%",21.8,"DECEMBER",14,0,"medium_poverty",14
"456","2006","West Bank and Gaza","Income share held by fourth 20%",21.8,"JANUARY",13,0,"medium_poverty",13
"457","2006","West Bank and Gaza","Population living in slums (% of urban population)",29.07112,"APRIL",31,7,"medium_poverty",38
"458","2006","West Bank and Gaza","Population living in slums (% of urban population)",29.07112,"JUNE",43,3,"medium_poverty",46
"459","2006","West Bank and Gaza","Population living in slums (% of urban population)",29.07112,"MAY",37,0,"medium_poverty",37
"460","2006","West Bank and Gaza","Population living in slums (% of urban population)",29.07112,"FEBRUARY",31,1,"medium_poverty",32
"461","2006","West Bank and Gaza","Population living in slums (% of urban population)",29.07112,"NOVEMBER",134,0,"medium_poverty",134
"462","2006","West Bank and Gaza","Population living in slums (% of urban population)",29.07112,"OCTOBER",61,0,"medium_poverty",61
"463","2006","West Bank and Gaza","Population living in slums (% of urban population)",29.07112,"SEPTEMBER",32,1,"medium_poverty",33
"464","2006","West Bank and Gaza","Population living in slums (% of urban population)",29.07112,"AUGUST",74,1,"medium_poverty",75
"465","2006","West Bank and Gaza","Population living in slums (% of urban population)",29.07112,"JULY",180,2,"medium_poverty",182
"466","2006","West Bank and Gaza","Population living in slums (% of urban population)",29.07112,"MARCH",15,5,"medium_poverty",20
"467","2006","West Bank and Gaza","Population living in slums (% of urban population)",29.07112,"DECEMBER",14,0,"medium_poverty",14
"468","2006","West Bank and Gaza","Population living in slums (% of urban population)",29.07112,"JANUARY",13,0,"medium_poverty",13
"469","2006","West Bank and Gaza","Income share held by second 20%",12.1,"APRIL",31,7,"medium_poverty",38
"470","2006","West Bank and Gaza","Income share held by second 20%",12.1,"JUNE",43,3,"medium_poverty",46
"471","2006","West Bank and Gaza","Income share held by second 20%",12.1,"MAY",37,0,"medium_poverty",37
"472","2006","West Bank and Gaza","Income share held by second 20%",12.1,"FEBRUARY",31,1,"medium_poverty",32
"473","2006","West Bank and Gaza","Income share held by second 20%",12.1,"NOVEMBER",134,0,"medium_poverty",134
"474","2006","West Bank and Gaza","Income share held by second 20%",12.1,"OCTOBER",61,0,"medium_poverty",61
"475","2006","West Bank and Gaza","Income share held by second 20%",12.1,"SEPTEMBER",32,1,"medium_poverty",33
"476","2006","West Bank and Gaza","Income share held by second 20%",12.1,"AUGUST",74,1,"medium_poverty",75
"477","2006","West Bank and Gaza","Income share held by second 20%",12.1,"JULY",180,2,"medium_poverty",182
"478","2006","West Bank and Gaza","Income share held by second 20%",12.1,"MARCH",15,5,"medium_poverty",20
"479","2006","West Bank and Gaza","Income share held by second 20%",12.1,"DECEMBER",14,0,"medium_poverty",14
"480","2006","West Bank and Gaza","Income share held by second 20%",12.1,"JANUARY",13,0,"medium_poverty",13
"481","2006","West Bank and Gaza","Income share held by lowest 10%",3.2,"APRIL",31,7,"high_poverty",38
"482","2006","West Bank and Gaza","Income share held by lowest 10%",3.2,"JUNE",43,3,"high_poverty",46
"483","2006","West Bank and Gaza","Income share held by lowest 10%",3.2,"MAY",37,0,"high_poverty",37
"484","2006","West Bank and Gaza","Income share held by lowest 10%",3.2,"FEBRUARY",31,1,"high_poverty",32
"485","2006","West Bank and Gaza","Income share held by lowest 10%",3.2,"NOVEMBER",134,0,"high_poverty",134
"486","2006","West Bank and Gaza","Income share held by lowest 10%",3.2,"OCTOBER",61,0,"high_poverty",61
"487","2006","West Bank and Gaza","Income share held by lowest 10%",3.2,"SEPTEMBER",32,1,"high_poverty",33
"488","2006","West Bank and Gaza","Income share held by lowest 10%",3.2,"AUGUST",74,1,"high_poverty",75
"489","2006","West Bank and Gaza","Income share held by lowest 10%",3.2,"JULY",180,2,"high_poverty",182
"490","2006","West Bank and Gaza","Income share held by lowest 10%",3.2,"MARCH",15,5,"high_poverty",20
"491","2006","West Bank and Gaza","Income share held by lowest 10%",3.2,"DECEMBER",14,0,"high_poverty",14
"492","2006","West Bank and Gaza","Income share held by lowest 10%",3.2,"JANUARY",13,0,"high_poverty",13
"493","2006","West Bank and Gaza","Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population)",2,"APRIL",31,7,"high_poverty",38
"494","2006","West Bank and Gaza","Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population)",2,"JUNE",43,3,"high_poverty",46
"495","2006","West Bank and Gaza","Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population)",2,"MAY",37,0,"high_poverty",37
"496","2006","West Bank and Gaza","Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population)",2,"FEBRUARY",31,1,"high_poverty",32
"497","2006","West Bank and Gaza","Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population)",2,"NOVEMBER",134,0,"high_poverty",134
"498","2006","West Bank and Gaza","Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population)",2,"OCTOBER",61,0,"high_poverty",61
"499","2006","West Bank and Gaza","Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population)",2,"SEPTEMBER",32,1,"high_poverty",33
"500","2006","West Bank and Gaza","Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population)",2,"AUGUST",74,1,"high_poverty",75
"501","2006","West Bank and Gaza","Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population)",2,"JULY",180,2,"high_poverty",182
"502","2006","West Bank and Gaza","Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population)",2,"MARCH",15,5,"high_poverty",20
"503","2006","West Bank and Gaza","Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population)",2,"DECEMBER",14,0,"high_poverty",14
"504","2006","West Bank and Gaza","Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population)",2,"JANUARY",13,0,"high_poverty",13
"505","2006","West Bank and Gaza","Poverty gap at $6.85 a day (2017 PPP) (%)",4.7,"APRIL",31,7,"high_poverty",38
"506","2006","West Bank and Gaza","Poverty gap at $6.85 a day (2017 PPP) (%)",4.7,"JUNE",43,3,"high_poverty",46
"507","2006","West Bank and Gaza","Poverty gap at $6.85 a day (2017 PPP) (%)",4.7,"MAY",37,0,"high_poverty",37
"508","2006","West Bank and Gaza","Poverty gap at $6.85 a day (2017 PPP) (%)",4.7,"FEBRUARY",31,1,"high_poverty",32
"509","2006","West Bank and Gaza","Poverty gap at $6.85 a day (2017 PPP) (%)",4.7,"NOVEMBER",134,0,"high_poverty",134
"510","2006","West Bank and Gaza","Poverty gap at $6.85 a day (2017 PPP) (%)",4.7,"OCTOBER",61,0,"high_poverty",61
"511","2006","West Bank and Gaza","Poverty gap at $6.85 a day (2017 PPP) (%)",4.7,"SEPTEMBER",32,1,"high_poverty",33
"512","2006","West Bank and Gaza","Poverty gap at $6.85 a day (2017 PPP) (%)",4.7,"AUGUST",74,1,"high_poverty",75
"513","2006","West Bank and Gaza","Poverty gap at $6.85 a day (2017 PPP) (%)",4.7,"JULY",180,2,"high_poverty",182
"514","2006","West Bank and Gaza","Poverty gap at $6.85 a day (2017 PPP) (%)",4.7,"MARCH",15,5,"high_poverty",20
"515","2006","West Bank and Gaza","Poverty gap at $6.85 a day (2017 PPP) (%)",4.7,"DECEMBER",14,0,"high_poverty",14
"516","2006","West Bank and Gaza","Poverty gap at $6.85 a day (2017 PPP) (%)",4.7,"JANUARY",13,0,"high_poverty",13
"517","2006","West Bank and Gaza","Income share held by lowest 20%",7.8,"APRIL",31,7,"high_poverty",38
"518","2006","West Bank and Gaza","Income share held by lowest 20%",7.8,"JUNE",43,3,"high_poverty",46
"519","2006","West Bank and Gaza","Income share held by lowest 20%",7.8,"MAY",37,0,"high_poverty",37
"520","2006","West Bank and Gaza","Income share held by lowest 20%",7.8,"FEBRUARY",31,1,"high_poverty",32
"521","2006","West Bank and Gaza","Income share held by lowest 20%",7.8,"NOVEMBER",134,0,"high_poverty",134
"522","2006","West Bank and Gaza","Income share held by lowest 20%",7.8,"OCTOBER",61,0,"high_poverty",61
"523","2006","West Bank and Gaza","Income share held by lowest 20%",7.8,"SEPTEMBER",32,1,"high_poverty",33
"524","2006","West Bank and Gaza","Income share held by lowest 20%",7.8,"AUGUST",74,1,"high_poverty",75
"525","2006","West Bank and Gaza","Income share held by lowest 20%",7.8,"JULY",180,2,"high_poverty",182
"526","2006","West Bank and Gaza","Income share held by lowest 20%",7.8,"MARCH",15,5,"high_poverty",20
"527","2006","West Bank and Gaza","Income share held by lowest 20%",7.8,"DECEMBER",14,0,"high_poverty",14
"528","2006","West Bank and Gaza","Income share held by lowest 20%",7.8,"JANUARY",13,0,"high_poverty",13
"529","2006","West Bank and Gaza","Gini index",34,"APRIL",31,7,"medium_poverty",38
"530","2006","West Bank and Gaza","Gini index",34,"JUNE",43,3,"medium_poverty",46
"531","2006","West Bank and Gaza","Gini index",34,"MAY",37,0,"medium_poverty",37
"532","2006","West Bank and Gaza","Gini index",34,"FEBRUARY",31,1,"medium_poverty",32
"533","2006","West Bank and Gaza","Gini index",34,"NOVEMBER",134,0,"medium_poverty",134
"534","2006","West Bank and Gaza","Gini index",34,"OCTOBER",61,0,"medium_poverty",61
"535","2006","West Bank and Gaza","Gini index",34,"SEPTEMBER",32,1,"medium_poverty",33
"536","2006","West Bank and Gaza","Gini index",34,"AUGUST",74,1,"medium_poverty",75
"537","2006","West Bank and Gaza","Gini index",34,"JULY",180,2,"medium_poverty",182
"538","2006","West Bank and Gaza","Gini index",34,"MARCH",15,5,"medium_poverty",20
"539","2006","West Bank and Gaza","Gini index",34,"DECEMBER",14,0,"medium_poverty",14
"540","2006","West Bank and Gaza","Gini index",34,"JANUARY",13,0,"medium_poverty",13
"541","2006","West Bank and Gaza","Income share held by third 20%",16.1,"APRIL",31,7,"medium_poverty",38
"542","2006","West Bank and Gaza","Income share held by third 20%",16.1,"JUNE",43,3,"medium_poverty",46
"543","2006","West Bank and Gaza","Income share held by third 20%",16.1,"MAY",37,0,"medium_poverty",37
"544","2006","West Bank and Gaza","Income share held by third 20%",16.1,"FEBRUARY",31,1,"medium_poverty",32
"545","2006","West Bank and Gaza","Income share held by third 20%",16.1,"NOVEMBER",134,0,"medium_poverty",134
"546","2006","West Bank and Gaza","Income share held by third 20%",16.1,"OCTOBER",61,0,"medium_poverty",61
"547","2006","West Bank and Gaza","Income share held by third 20%",16.1,"SEPTEMBER",32,1,"medium_poverty",33
"548","2006","West Bank and Gaza","Income share held by third 20%",16.1,"AUGUST",74,1,"medium_poverty",75
"549","2006","West Bank and Gaza","Income share held by third 20%",16.1,"JULY",180,2,"medium_poverty",182
"550","2006","West Bank and Gaza","Income share held by third 20%",16.1,"MARCH",15,5,"medium_poverty",20
"551","2006","West Bank and Gaza","Income share held by third 20%",16.1,"DECEMBER",14,0,"medium_poverty",14
"552","2006","West Bank and Gaza","Income share held by third 20%",16.1,"JANUARY",13,0,"medium_poverty",13
"553","2006","West Bank and Gaza","Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population)",0.3,"APRIL",31,7,"high_poverty",38
"554","2006","West Bank and Gaza","Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population)",0.3,"JUNE",43,3,"high_poverty",46
"555","2006","West Bank and Gaza","Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population)",0.3,"MAY",37,0,"high_poverty",37
"556","2006","West Bank and Gaza","Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population)",0.3,"FEBRUARY",31,1,"high_poverty",32
"557","2006","West Bank and Gaza","Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population)",0.3,"NOVEMBER",134,0,"high_poverty",134
"558","2006","West Bank and Gaza","Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population)",0.3,"OCTOBER",61,0,"high_poverty",61
"559","2006","West Bank and Gaza","Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population)",0.3,"SEPTEMBER",32,1,"high_poverty",33
"560","2006","West Bank and Gaza","Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population)",0.3,"AUGUST",74,1,"high_poverty",75
"561","2006","West Bank and Gaza","Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population)",0.3,"JULY",180,2,"high_poverty",182
"562","2006","West Bank and Gaza","Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population)",0.3,"MARCH",15,5,"high_poverty",20
"563","2006","West Bank and Gaza","Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population)",0.3,"DECEMBER",14,0,"high_poverty",14
"564","2006","West Bank and Gaza","Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population)",0.3,"JANUARY",13,0,"high_poverty",13
"565","2006","West Bank and Gaza","Poverty gap at $2.15 a day (2017 PPP) (%)",0,"APRIL",31,7,"high_poverty",38
"566","2006","West Bank and Gaza","Poverty gap at $2.15 a day (2017 PPP) (%)",0,"JUNE",43,3,"high_poverty",46
"567","2006","West Bank and Gaza","Poverty gap at $2.15 a day (2017 PPP) (%)",0,"MAY",37,0,"high_poverty",37
"568","2006","West Bank and Gaza","Poverty gap at $2.15 a day (2017 PPP) (%)",0,"FEBRUARY",31,1,"high_poverty",32
"569","2006","West Bank and Gaza","Poverty gap at $2.15 a day (2017 PPP) (%)",0,"NOVEMBER",134,0,"high_poverty",134
"570","2006","West Bank and Gaza","Poverty gap at $2.15 a day (2017 PPP) (%)",0,"OCTOBER",61,0,"high_poverty",61
"571","2006","West Bank and Gaza","Poverty gap at $2.15 a day (2017 PPP) (%)",0,"SEPTEMBER",32,1,"high_poverty",33
"572","2006","West Bank and Gaza","Poverty gap at $2.15 a day (2017 PPP) (%)",0,"AUGUST",74,1,"high_poverty",75
"573","2006","West Bank and Gaza","Poverty gap at $2.15 a day (2017 PPP) (%)",0,"JULY",180,2,"high_poverty",182
"574","2006","West Bank and Gaza","Poverty gap at $2.15 a day (2017 PPP) (%)",0,"MARCH",15,5,"high_poverty",20
"575","2006","West Bank and Gaza","Poverty gap at $2.15 a day (2017 PPP) (%)",0,"DECEMBER",14,0,"high_poverty",14
"576","2006","West Bank and Gaza","Poverty gap at $2.15 a day (2017 PPP) (%)",0,"JANUARY",13,0,"high_poverty",13
"577","2007","West Bank and Gaza","Proportion of people living below 50 percent of median income (%)",11.3,"SEPTEMBER",34,0,"medium_poverty",34
"578","2007","West Bank and Gaza","Proportion of people living below 50 percent of median income (%)",11.3,"JULY",27,1,"medium_poverty",28
"579","2007","West Bank and Gaza","Proportion of people living below 50 percent of median income (%)",11.3,"OCTOBER",36,2,"medium_poverty",38
"580","2007","West Bank and Gaza","Proportion of people living below 50 percent of median income (%)",11.3,"MAY",62,2,"medium_poverty",64
"581","2007","West Bank and Gaza","Proportion of people living below 50 percent of median income (%)",11.3,"AUGUST",47,0,"medium_poverty",47
"582","2007","West Bank and Gaza","Proportion of people living below 50 percent of median income (%)",11.3,"MARCH",9,0,"medium_poverty",9
"583","2007","West Bank and Gaza","Proportion of people living below 50 percent of median income (%)",11.3,"JUNE",40,0,"medium_poverty",40
"584","2007","West Bank and Gaza","Proportion of people living below 50 percent of median income (%)",11.3,"JANUARY",10,3,"medium_poverty",13
"585","2007","West Bank and Gaza","Proportion of people living below 50 percent of median income (%)",11.3,"APRIL",16,0,"medium_poverty",16
"586","2007","West Bank and Gaza","Proportion of people living below 50 percent of median income (%)",11.3,"DECEMBER",61,2,"medium_poverty",63
"587","2007","West Bank and Gaza","Proportion of people living below 50 percent of median income (%)",11.3,"FEBRUARY",12,1,"medium_poverty",13
"588","2007","West Bank and Gaza","Proportion of people living below 50 percent of median income (%)",11.3,"NOVEMBER",31,1,"medium_poverty",32
"589","2007","West Bank and Gaza","Income share held by lowest 20%",7.1,"SEPTEMBER",34,0,"high_poverty",34
"590","2007","West Bank and Gaza","Income share held by lowest 20%",7.1,"JULY",27,1,"high_poverty",28
"591","2007","West Bank and Gaza","Income share held by lowest 20%",7.1,"OCTOBER",36,2,"high_poverty",38
"592","2007","West Bank and Gaza","Income share held by lowest 20%",7.1,"MAY",62,2,"high_poverty",64
"593","2007","West Bank and Gaza","Income share held by lowest 20%",7.1,"AUGUST",47,0,"high_poverty",47
"594","2007","West Bank and Gaza","Income share held by lowest 20%",7.1,"MARCH",9,0,"high_poverty",9
"595","2007","West Bank and Gaza","Income share held by lowest 20%",7.1,"JUNE",40,0,"high_poverty",40
"596","2007","West Bank and Gaza","Income share held by lowest 20%",7.1,"JANUARY",10,3,"high_poverty",13
"597","2007","West Bank and Gaza","Income share held by lowest 20%",7.1,"APRIL",16,0,"high_poverty",16
"598","2007","West Bank and Gaza","Income share held by lowest 20%",7.1,"DECEMBER",61,2,"high_poverty",63
"599","2007","West Bank and Gaza","Income share held by lowest 20%",7.1,"FEBRUARY",12,1,"high_poverty",13
"600","2007","West Bank and Gaza","Income share held by lowest 20%",7.1,"NOVEMBER",31,1,"high_poverty",32
"601","2007","West Bank and Gaza","Income share held by lowest 10%",2.8,"SEPTEMBER",34,0,"high_poverty",34
"602","2007","West Bank and Gaza","Income share held by lowest 10%",2.8,"JULY",27,1,"high_poverty",28
"603","2007","West Bank and Gaza","Income share held by lowest 10%",2.8,"OCTOBER",36,2,"high_poverty",38
"604","2007","West Bank and Gaza","Income share held by lowest 10%",2.8,"MAY",62,2,"high_poverty",64
"605","2007","West Bank and Gaza","Income share held by lowest 10%",2.8,"AUGUST",47,0,"high_poverty",47
"606","2007","West Bank and Gaza","Income share held by lowest 10%",2.8,"MARCH",9,0,"high_poverty",9
"607","2007","West Bank and Gaza","Income share held by lowest 10%",2.8,"JUNE",40,0,"high_poverty",40
"608","2007","West Bank and Gaza","Income share held by lowest 10%",2.8,"JANUARY",10,3,"high_poverty",13
"609","2007","West Bank and Gaza","Income share held by lowest 10%",2.8,"APRIL",16,0,"high_poverty",16
"610","2007","West Bank and Gaza","Income share held by lowest 10%",2.8,"DECEMBER",61,2,"high_poverty",63
"611","2007","West Bank and Gaza","Income share held by lowest 10%",2.8,"FEBRUARY",12,1,"high_poverty",13
"612","2007","West Bank and Gaza","Income share held by lowest 10%",2.8,"NOVEMBER",31,1,"high_poverty",32
"613","2007","West Bank and Gaza","Income share held by fourth 20%",22.3,"SEPTEMBER",34,0,"medium_poverty",34
"614","2007","West Bank and Gaza","Income share held by fourth 20%",22.3,"JULY",27,1,"medium_poverty",28
"615","2007","West Bank and Gaza","Income share held by fourth 20%",22.3,"OCTOBER",36,2,"medium_poverty",38
"616","2007","West Bank and Gaza","Income share held by fourth 20%",22.3,"MAY",62,2,"medium_poverty",64
"617","2007","West Bank and Gaza","Income share held by fourth 20%",22.3,"AUGUST",47,0,"medium_poverty",47
"618","2007","West Bank and Gaza","Income share held by fourth 20%",22.3,"MARCH",9,0,"medium_poverty",9
"619","2007","West Bank and Gaza","Income share held by fourth 20%",22.3,"JUNE",40,0,"medium_poverty",40
"620","2007","West Bank and Gaza","Income share held by fourth 20%",22.3,"JANUARY",10,3,"medium_poverty",13
"621","2007","West Bank and Gaza","Income share held by fourth 20%",22.3,"APRIL",16,0,"medium_poverty",16
"622","2007","West Bank and Gaza","Income share held by fourth 20%",22.3,"DECEMBER",61,2,"medium_poverty",63
"623","2007","West Bank and Gaza","Income share held by fourth 20%",22.3,"FEBRUARY",12,1,"medium_poverty",13
"624","2007","West Bank and Gaza","Income share held by fourth 20%",22.3,"NOVEMBER",31,1,"medium_poverty",32
"625","2007","West Bank and Gaza","Income share held by highest 20%",43,"SEPTEMBER",34,0,"medium_poverty",34
"626","2007","West Bank and Gaza","Income share held by highest 20%",43,"JULY",27,1,"medium_poverty",28
"627","2007","West Bank and Gaza","Income share held by highest 20%",43,"OCTOBER",36,2,"medium_poverty",38
"628","2007","West Bank and Gaza","Income share held by highest 20%",43,"MAY",62,2,"medium_poverty",64
"629","2007","West Bank and Gaza","Income share held by highest 20%",43,"AUGUST",47,0,"medium_poverty",47
"630","2007","West Bank and Gaza","Income share held by highest 20%",43,"MARCH",9,0,"medium_poverty",9
"631","2007","West Bank and Gaza","Income share held by highest 20%",43,"JUNE",40,0,"medium_poverty",40
"632","2007","West Bank and Gaza","Income share held by highest 20%",43,"JANUARY",10,3,"medium_poverty",13
"633","2007","West Bank and Gaza","Income share held by highest 20%",43,"APRIL",16,0,"medium_poverty",16
"634","2007","West Bank and Gaza","Income share held by highest 20%",43,"DECEMBER",61,2,"medium_poverty",63
"635","2007","West Bank and Gaza","Income share held by highest 20%",43,"FEBRUARY",12,1,"medium_poverty",13
"636","2007","West Bank and Gaza","Income share held by highest 20%",43,"NOVEMBER",31,1,"medium_poverty",32
"637","2007","West Bank and Gaza","Poverty gap at $3.65 a day (2017 PPP) (%)",1.3,"SEPTEMBER",34,0,"high_poverty",34
"638","2007","West Bank and Gaza","Poverty gap at $3.65 a day (2017 PPP) (%)",1.3,"JULY",27,1,"high_poverty",28
"639","2007","West Bank and Gaza","Poverty gap at $3.65 a day (2017 PPP) (%)",1.3,"OCTOBER",36,2,"high_poverty",38
"640","2007","West Bank and Gaza","Poverty gap at $3.65 a day (2017 PPP) (%)",1.3,"MAY",62,2,"high_poverty",64
"641","2007","West Bank and Gaza","Poverty gap at $3.65 a day (2017 PPP) (%)",1.3,"AUGUST",47,0,"high_poverty",47
"642","2007","West Bank and Gaza","Poverty gap at $3.65 a day (2017 PPP) (%)",1.3,"MARCH",9,0,"high_poverty",9
"643","2007","West Bank and Gaza","Poverty gap at $3.65 a day (2017 PPP) (%)",1.3,"JUNE",40,0,"high_poverty",40
"644","2007","West Bank and Gaza","Poverty gap at $3.65 a day (2017 PPP) (%)",1.3,"JANUARY",10,3,"high_poverty",13
"645","2007","West Bank and Gaza","Poverty gap at $3.65 a day (2017 PPP) (%)",1.3,"APRIL",16,0,"high_poverty",16
"646","2007","West Bank and Gaza","Poverty gap at $3.65 a day (2017 PPP) (%)",1.3,"DECEMBER",61,2,"high_poverty",63
"647","2007","West Bank and Gaza","Poverty gap at $3.65 a day (2017 PPP) (%)",1.3,"FEBRUARY",12,1,"high_poverty",13
"648","2007","West Bank and Gaza","Poverty gap at $3.65 a day (2017 PPP) (%)",1.3,"NOVEMBER",31,1,"high_poverty",32
"649","2007","West Bank and Gaza","Income share held by second 20%",11.6,"SEPTEMBER",34,0,"medium_poverty",34
"650","2007","West Bank and Gaza","Income share held by second 20%",11.6,"JULY",27,1,"medium_poverty",28
"651","2007","West Bank and Gaza","Income share held by second 20%",11.6,"OCTOBER",36,2,"medium_poverty",38
"652","2007","West Bank and Gaza","Income share held by second 20%",11.6,"MAY",62,2,"medium_poverty",64
"653","2007","West Bank and Gaza","Income share held by second 20%",11.6,"AUGUST",47,0,"medium_poverty",47
"654","2007","West Bank and Gaza","Income share held by second 20%",11.6,"MARCH",9,0,"medium_poverty",9
"655","2007","West Bank and Gaza","Income share held by second 20%",11.6,"JUNE",40,0,"medium_poverty",40
"656","2007","West Bank and Gaza","Income share held by second 20%",11.6,"JANUARY",10,3,"medium_poverty",13
"657","2007","West Bank and Gaza","Income share held by second 20%",11.6,"APRIL",16,0,"medium_poverty",16
"658","2007","West Bank and Gaza","Income share held by second 20%",11.6,"DECEMBER",61,2,"medium_poverty",63
"659","2007","West Bank and Gaza","Income share held by second 20%",11.6,"FEBRUARY",12,1,"medium_poverty",13
"660","2007","West Bank and Gaza","Income share held by second 20%",11.6,"NOVEMBER",31,1,"medium_poverty",32
"661","2007","West Bank and Gaza","Income share held by highest 10%",27.6,"SEPTEMBER",34,0,"medium_poverty",34
"662","2007","West Bank and Gaza","Income share held by highest 10%",27.6,"JULY",27,1,"medium_poverty",28
"663","2007","West Bank and Gaza","Income share held by highest 10%",27.6,"OCTOBER",36,2,"medium_poverty",38
"664","2007","West Bank and Gaza","Income share held by highest 10%",27.6,"MAY",62,2,"medium_poverty",64
"665","2007","West Bank and Gaza","Income share held by highest 10%",27.6,"AUGUST",47,0,"medium_poverty",47
"666","2007","West Bank and Gaza","Income share held by highest 10%",27.6,"MARCH",9,0,"medium_poverty",9
"667","2007","West Bank and Gaza","Income share held by highest 10%",27.6,"JUNE",40,0,"medium_poverty",40
"668","2007","West Bank and Gaza","Income share held by highest 10%",27.6,"JANUARY",10,3,"medium_poverty",13
"669","2007","West Bank and Gaza","Income share held by highest 10%",27.6,"APRIL",16,0,"medium_poverty",16
"670","2007","West Bank and Gaza","Income share held by highest 10%",27.6,"DECEMBER",61,2,"medium_poverty",63
"671","2007","West Bank and Gaza","Income share held by highest 10%",27.6,"FEBRUARY",12,1,"medium_poverty",13
"672","2007","West Bank and Gaza","Income share held by highest 10%",27.6,"NOVEMBER",31,1,"medium_poverty",32
"673","2007","West Bank and Gaza","Gini index",35.6,"SEPTEMBER",34,0,"medium_poverty",34
"674","2007","West Bank and Gaza","Gini index",35.6,"JULY",27,1,"medium_poverty",28
"675","2007","West Bank and Gaza","Gini index",35.6,"OCTOBER",36,2,"medium_poverty",38
"676","2007","West Bank and Gaza","Gini index",35.6,"MAY",62,2,"medium_poverty",64
"677","2007","West Bank and Gaza","Gini index",35.6,"AUGUST",47,0,"medium_poverty",47
"678","2007","West Bank and Gaza","Gini index",35.6,"MARCH",9,0,"medium_poverty",9
"679","2007","West Bank and Gaza","Gini index",35.6,"JUNE",40,0,"medium_poverty",40
